Recommended taxon name,Recommended taxon version,Reporting category,Designation,Designation abbreviation
Staurastrum micron,NHMSYS0000606549,Biodiversity Lists - Scotland,Scottish Biodiversity List,Scottish_Biodiversity_List
Staurastrum monticulosum,NHMSYS0000606553,Biodiversity Lists - Scotland,Scottish Biodiversity List,Scottish_Biodiversity_List
Staurastrum natator,NHMSYS0000606566,Biodiversity Lists - Scotland,Scottish Biodiversity List,Scottish_Biodiversity_List
Staurastrum neglectum,NHMSYS0000606567,Biodiversity Lists - Scotland,Scottish Biodiversity List,Scottish_Biodiversity_List
Staurastrum oligacanthum,NHMSYS0000606569,Biodiversity Lists - Scotland,Scottish Biodiversity List,Scottish_Biodiversity_List
Staurastrum ophiura,NHMSYS0000606572,Biodiversity Lists - Scotland,Scottish Biodiversity List,Scottish_Biodiversity_List
Staurastrum oxyacanthum,NHMSYS0000606580,Biodiversity Lists - Scotland,Scottish Biodiversity List,Scottish_Biodiversity_List
Staurastrum paradoxum,NHMSYS0000606583,Biodiversity Lists - Scotland,Scottish Biodiversity List,Scottish_Biodiversity_List
Staurastrum pileolatum,NHMSYS0000606590,Biodiversity Lists - Scotland,Scottish Biodiversity List,Scottish_Biodiversity_List
Staurastrum pilosum,NHMSYS0000606593,Biodiversity Lists - Scotland,Scottish Biodiversity List,Scottish_Biodiversity_List
Staurastrum polymorphum,NHMSYS0000606597,Biodiversity Lists - Scotland,Scottish Biodiversity List,Scottish_Biodiversity_List
Staurastrum polytrichum,NHMSYS0000606601,Biodiversity Lists - Scotland,Scottish Biodiversity List,Scottish_Biodiversity_List
Staurastrum proboscideum,NHMSYS0000606602,Biodiversity Lists - Scotland,Scottish Biodiversity List,Scottish_Biodiversity_List
Staurastrum pyramidatum,NHMSYS0000606615,Biodiversity Lists - Scotland,Scottish Biodiversity List,Scottish_Biodiversity_List
Staurastrum scabrum,NHMSYS0000606626,Biodiversity Lists - Scotland,Scottish Biodiversity List,Scottish_Biodiversity_List
Staurastrum sebaldi,NHMSYS0000606627,Biodiversity Lists - Scotland,Scottish Biodiversity List,Scottish_Biodiversity_List
Staurastrum senarium,NHMSYS0000606630,Biodiversity Lists - Scotland,Scottish Biodiversity List,Scottish_Biodiversity_List
Staurastrum setigerum,NHMSYS0000606631,Biodiversity Lists - Scotland,Scottish Biodiversity List,Scottish_Biodiversity_List
Staurastrum sexangulare,NHMSYS0000606632,Biodiversity Lists - Scotland,Scottish Biodiversity List,Scottish_Biodiversity_List
Staurastrum sexcostatum,NHMSYS0000606633,Biodiversity Lists - Scotland,Scottish Biodiversity List,Scottish_Biodiversity_List
Staurastrum sirnonyi,NHMSYS0000606635,Biodiversity Lists - Scotland,Scottish Biodiversity List,Scottish_Biodiversity_List
Staurastrum spongiosum,NHMSYS0000606637,Biodiversity Lists - Scotland,Scottish Biodiversity List,Scottish_Biodiversity_List
Staurastrum striolatum,NHMSYS0000606640,Biodiversity Lists - Scotland,Scottish Biodiversity List,Scottish_Biodiversity_List
Staurastrum subarcuatum,NHMSYS0000606641,Biodiversity Lists - Scotland,Scottish Biodiversity List,Scottish_Biodiversity_List
Staurastrum subavicula,NHMSYS0000606642,Biodiversity Lists - Scotland,Scottish Biodiversity List,Scottish_Biodiversity_List
Staurastrum subcruciatum,NHMSYS0000606643,Biodiversity Lists - Scotland,Scottish Biodiversity List,Scottish_Biodiversity_List
Staurastrum sublaevispinum,NHMSYS0000606644,Biodiversity Lists - Scotland,Scottish Biodiversity List,Scottish_Biodiversity_List
Staurastrum subnudibrachiatum,NHMSYS0000606645,Biodiversity Lists - Scotland,Scottish Biodiversity List,Scottish_Biodiversity_List
Staurastrum subpygmaeum,NHMSYS0000524886,Biodiversity Lists - Scotland,Scottish Biodiversity List,Scottish_Biodiversity_List
Staurastrum subscabrum,NHMSYS0000606648,Biodiversity Lists - Scotland,Scottish Biodiversity List,Scottish_Biodiversity_List
Staurastrum tohopekaligense,NHMSYS0000606658,Biodiversity Lists - Scotland,Scottish Biodiversity List,Scottish_Biodiversity_List
Staurastrum uhtuense,NHMSYS0000606666,Biodiversity Lists - Scotland,Scottish Biodiversity List,Scottish_Biodiversity_List
Staurastrum verticillatum,NHMSYS0000606668,Biodiversity Lists - Scotland,Scottish Biodiversity List,Scottish_Biodiversity_List
Staurodesmus aristiferus,NHMSYS0000606676,Biodiversity Lists - Scotland,Scottish Biodiversity List,Scottish_Biodiversity_List
Staurodesmus aversus,NHMSYS0000606678,Biodiversity Lists - Scotland,Scottish Biodiversity List,Scottish_Biodiversity_List
Staurodesmus brevispina,NHMSYS0000606679,Biodiversity Lists - Scotland,Scottish Biodiversity List,Scottish_Biodiversity_List
Staurodesmus bulnheimii,NHMSYS0000606687,Biodiversity Lists - Scotland,Scottish Biodiversity List,Scottish_Biodiversity_List
Staurodesmus connatus,NHMSYS0000606689,Biodiversity Lists - Scotland,Scottish Biodiversity List,Scottish_Biodiversity_List
Staurodesmus controversus,NHMSYS0000606691,Biodiversity Lists - Scotland,Scottish Biodiversity List,Scottish_Biodiversity_List
Staurodesmus convergens,NHMSYS0000606692,Biodiversity Lists - Scotland,Scottish Biodiversity List,Scottish_Biodiversity_List
Staurodesmus corniculatus,NHMSYS0000606696,Biodiversity Lists - Scotland,Scottish Biodiversity List,Scottish_Biodiversity_List
Staurodesmus dickiei,NHMSYS0000606706,Biodiversity Lists - Scotland,Scottish Biodiversity List,Scottish_Biodiversity_List
Staurodesmus glaber,NHMSYS0000606713,Biodiversity Lists - Scotland,Scottish Biodiversity List,Scottish_Biodiversity_List
Staurodesmus grandis,NHMSYS0000606715,Biodiversity Lists - Scotland,Scottish Biodiversity List,Scottish_Biodiversity_List
Staurodesmus megacanthus,NHMSYS0000606727,Biodiversity Lists - Scotland,Scottish Biodiversity List,Scottish_Biodiversity_List
Staurodesmus mucronatus,NHMSYS0000606732,Biodiversity Lists - Scotland,Scottish Biodiversity List,Scottish_Biodiversity_List
Staurodesmus omearae,NHMSYS0000606735,Biodiversity Lists - Scotland,Scottish Biodiversity List,Scottish_Biodiversity_List
Staurodesmus phimus,NHMSYS0000606740,Biodiversity Lists - Scotland,Scottish Biodiversity List,Scottish_Biodiversity_List
Staurodesmus spencerianus,NHMSYS0000606750,Biodiversity Lists - Scotland,Scottish Biodiversity List,Scottish_Biodiversity_List
Staurodesmus subtriangularis,NHMSYS0000606755,Biodiversity Lists - Scotland,Scottish Biodiversity List,Scottish_Biodiversity_List
Staurodesmus triangularis,NHMSYS0000606759,Biodiversity Lists - Scotland,Scottish Biodiversity List,Scottish_Biodiversity_List
Staurodesmus tumidus,NHMSYS0000606763,Biodiversity Lists - Scotland,Scottish Biodiversity List,Scottish_Biodiversity_List
Staurodesmus validus,NHMSYS0000606764,Biodiversity Lists - Scotland,Scottish Biodiversity List,Scottish_Biodiversity_List
Teilingia excavata,NHMSYS0000607127,Biodiversity Lists - Scotland,Scottish Biodiversity List,Scottish_Biodiversity_List
Xanthidium aculeatum,NHMSYS0000607501,Biodiversity Lists - Scotland,Scottish Biodiversity List,Scottish_Biodiversity_List
Xanthidium bifidum,NHMSYS0000607517,Biodiversity Lists - Scotland,Scottish Biodiversity List,Scottish_Biodiversity_List
Xanthidium brebissonii,NHMSYS0000607518,Biodiversity Lists - Scotland,Scottish Biodiversity List,Scottish_Biodiversity_List
Xanthidium concinnum,NHMSYS0000607520,Biodiversity Lists - Scotland,Scottish Biodiversity List,Scottish_Biodiversity_List
Xanthidium controversum,NHMSYS0000607523,Biodiversity Lists - Scotland,Scottish Biodiversity List,Scottish_Biodiversity_List
Xanthidium cristatum,NHMSYS0000607525,Biodiversity Lists - Scotland,Scottish Biodiversity List,Scottish_Biodiversity_List
Xanthidium impar,NHMSYS0000607533,Biodiversity Lists - Scotland,Scottish Biodiversity List,Scottish_Biodiversity_List
Xanthidium robinsonianum,NHMSYS0000607536,Biodiversity Lists - Scotland,Scottish Biodiversity List,Scottish_Biodiversity_List
Xanthidium smithii,NHMSYS0000607537,Biodiversity Lists - Scotland,Scottish Biodiversity List,Scottish_Biodiversity_List
Xanthidium variabile,NHMSYS0000607546,Biodiversity Lists - Scotland,Scottish Biodiversity List,Scottish_Biodiversity_List
Bufo bufo,NHMSYS0000080159,Wildlife and Countryside Act 1981,Schedule 5 Section 9.5a,WACA-Sch5_sect9.5a
Bufo bufo,NHMSYS0000080159,Bern Convention,Appendix 3,Bern-A3
Bufo bufo,NHMSYS0000080159,Global Red list status,Lower risk - least concern,RedList_Global_post2001_LC
Bufo bufo,NHMSYS0000080159,Biodiversity Lists - Scotland,Scottish Biodiversity List,Scottish_Biodiversity_List
Bufo bufo,NHMSYS0000080159,Biodiversity Lists - England,England NERC S.41,England_NERC_S.41
Bufo bufo,NHMSYS0000080159,Biodiversity Lists - Wales,Env (Wales) Act S7,Env (Wales) Act S7
Bufo bufo,NHMSYS0000080159,Biodiversity Action Plan UK list of priority species,Priority Species,BAP-2007
Epidalea calamita,NHMSYS0020194825,Wildlife and Countryside Act 1981,Schedule 5 Section 9.4b,WACA-Sch5_sect9.4b
Epidalea calamita,NHMSYS0020194825,Wildlife and Countryside Act 1981,Schedule 5 Section 9.5a,WACA-Sch5_sect9.5a
Epidalea calamita,NHMSYS0020194825,Wildlife and Countryside Act 1981,Schedule 5 Section 9.4c,WACA-Sch5Sect9.4c
Epidalea calamita,NHMSYS0020194825,Bern Convention,Appendix 2,Bern-A2
Epidalea calamita,NHMSYS0020194825,Habitats Directive,Annex 4,HabDir-A4
Epidalea calamita,NHMSYS0020194825,Global Red list status,Lower risk - least concern,RedList_Global_post2001_LC
Epidalea calamita,NHMSYS0020194825,Biodiversity Lists - England,England NERC S.41,England_NERC_S.41
Epidalea calamita,NHMSYS0020194825,Biodiversity Lists - Wales,Env (Wales) Act S7,Env (Wales) Act S7
Epidalea calamita,NHMSYS0020194825,Biodiversity Action Plan UK list of priority species,Priority Species,BAP-2007
Epidalea calamita,NHMSYS0020194825,Biodiversity Lists - Scotland,Scottish Biodiversity List,Scottish_Biodiversity_List
Epidalea calamita,NHMSYS0020194825,The Conservation of Habitats and Species Regulations 2010,Schedule 2,HabReg-Sch2
Hyla arborea,NHMSYS0000080165,Bern Convention,Appendix 2,Bern-A2
Ichthyosaura alpestris,NHMSYS0020740241,Bern Convention,Appendix 3,Bern-A3
Lissotriton helveticus,NHMSYS0020194828,Wildlife and Countryside Act 1981,Schedule 5 Section 9.5a,WACA-Sch5_sect9.5a
Lissotriton helveticus,NHMSYS0020194828,Bern Convention,Appendix 3,Bern-A3
Lissotriton helveticus,NHMSYS0020194828,Global Red list status,Lower risk - least concern,RedList_Global_post2001_LC
Lissotriton vulgaris,NHMSYS0020194827,Wildlife and Countryside Act 1981,Schedule 5 Section 9.5a,WACA-Sch5_sect9.5a
Lissotriton vulgaris,NHMSYS0020194827,Bern Convention,Appendix 3,Bern-A3
Lissotriton vulgaris,NHMSYS0020194827,The Wildlife (Northern Ireland) Order 1985,Schedule 5,W(NI)O-Sch5
Lissotriton vulgaris,NHMSYS0020194827,Global Red list status,Lower risk - least concern,RedList_Global_post2001_LC
Pelophylax esculentus,NHMSYS0020194861,Bern Convention,Appendix 3,Bern-A3
Pelophylax lessonae,NHMSYS0020194823,Bern Convention,Appendix 3,Bern-A3
Pelophylax lessonae,NHMSYS0020194823,Wildlife and Countryside Act 1981,Schedule 5 Section 9.4b,WACA-Sch5_sect9.4b
Pelophylax lessonae,NHMSYS0020194823,Wildlife and Countryside Act 1981,Schedule 5 Section 9.4c,WACA-Sch5Sect9.4c
Pelophylax lessonae,NHMSYS0020194823,Habitats Directive,Annex 4,HabDir-A4
Pelophylax lessonae,NHMSYS0020194823,Global Red list status,Lower risk - least concern,RedList_Global_post2001_LC
Pelophylax lessonae,NHMSYS0020194823,Biodiversity Lists - England,England NERC S.41,England_NERC_S.41
Pelophylax lessonae,NHMSYS0020194823,Biodiversity Action Plan UK list of priority species,Priority Species,BAP-2007
Pelophylax lessonae,NHMSYS0020194823,The Conservation of Habitats and Species Regulations 2010,Schedule 2,HabReg-Sch2
Pelophylax ridibundus,NHMSYS0020194860,Bern Convention,Appendix 3,Bern-A3
Rana dalmatina,NHMSYS0000080167,Global Red list status,Lower risk - least concern,RedList_Global_post2001_LC
Rana temporaria,NBNSYS0000005060,Wildlife and Countryside Act 1981,Schedule 5 Section 9.5a,WACA-Sch5_sect9.5a
Rana temporaria,NBNSYS0000005060,Bern Convention,Appendix 3,Bern-A3
Rana temporaria,NBNSYS0000005060,Habitats Directive,Annex 5,HabDir-A5
Rana temporaria,NBNSYS0000005060,Global Red list status,Lower risk - least concern,RedList_Global_post2001_LC
Triturus cristatus,NHMSYS0000080156,Bern Convention,Appendix 2,Bern-A2
Triturus cristatus,NHMSYS0000080156,Wildlife and Countryside Act 1981,Schedule 5 Section 9.4b,WACA-Sch5_sect9.4b
Triturus cristatus,NHMSYS0000080156,Wildlife and Countryside Act 1981,Schedule 5 Section 9.5a,WACA-Sch5_sect9.5a
Triturus cristatus,NHMSYS0000080156,Wildlife and Countryside Act 1981,Schedule 5 Section 9.4c,WACA-Sch5Sect9.4c
Triturus cristatus,NHMSYS0000080156,Habitats Directive,Annex 4,HabDir-A4
Triturus cristatus,NHMSYS0000080156,Habitats Directive,Annex 2 - non-priority species,HabDir-A2*
Triturus cristatus,NHMSYS0000080156,Global Red list status,Lower risk - least concern,RedList_Global_post2001_LC
Triturus cristatus,NHMSYS0000080156,Biodiversity Lists - England,England NERC S.41,England_NERC_S.41
Triturus cristatus,NHMSYS0000080156,Biodiversity Lists - Wales,Env (Wales) Act S7,Env (Wales) Act S7
Triturus cristatus,NHMSYS0000080156,Biodiversity Action Plan UK list of priority species,Priority Species,BAP-2007
Triturus cristatus,NHMSYS0000080156,Biodiversity Lists - Scotland,Scottish Biodiversity List,Scottish_Biodiversity_List
Triturus cristatus,NHMSYS0000080156,The Conservation of Habitats and Species Regulations 2010,Schedule 2,HabReg-Sch2
Alkmaria romijni,NBNSYS0000188454,Wildlife and Countryside Act 1981,Schedule 5 Section 9.4.a,WACA-Sch5_sect9.4.a
Alkmaria romijni,NBNSYS0000188454,Rare and scarce species (not based on IUCN criteria),Nationally scarce marine species,Marine-NS
Alkmaria romijni,NBNSYS0000188454,Biodiversity Lists - Wales,Env (Wales) Act S7,Env (Wales) Act S7
Armandia cirrhosa,NBNSYS0000022327,Wildlife and Countryside Act 1981,Schedule 5 Section 9.2,WACA-Sch5_sect9.2
Armandia cirrhosa,NBNSYS0000022327,Wildlife and Countryside Act 1981,Schedule 5 Section 9.4.a,WACA-Sch5_sect9.4.a
Armandia cirrhosa,NBNSYS0000022327,Wildlife and Countryside Act 1981,Schedule 5 Section 9.1 (killing/injuring),WACA-Sch5_sect9.1(kill/injuring)
Armandia cirrhosa,NBNSYS0000022327,Wildlife and Countryside Act 1981,Schedule 5 Section 9.1 (taking),WACA-Sch5_sect9.1(taking)
Armandia cirrhosa,NBNSYS0000022327,Wildlife and Countryside Act 1981,Schedule 5 Section 9.5a,WACA-Sch5_sect9.5a
Armandia cirrhosa,NBNSYS0000022327,Wildlife and Countryside Act 1981,Schedule 5 Section 9.4b,WACA-Sch5_sect9.4b
Armandia cirrhosa,NBNSYS0000022327,Wildlife and Countryside Act 1981,Schedule 5 Section 9.4c,WACA-Sch5Sect9.4c
Armandia cirrhosa,NBNSYS0000022327,Rare and scarce species (not based on IUCN criteria),Nationally rare marine species,Marine-NR
Armandia cirrhosa,NBNSYS0000022327,Biodiversity Lists - England,England NERC S.41,England_NERC_S.41
Armandia cirrhosa,NBNSYS0000022327,Biodiversity Action Plan UK list of priority species,Priority Species,BAP-2007
Baldia johnstoni,NBNSYS0000174083,Rare and scarce species (not based on IUCN criteria),Nationally scarce marine species,Marine-NS
Hirudo medicinalis,NBNSYS0000022372,Bern Convention,Appendix 3,Bern-A3
Hirudo medicinalis,NBNSYS0000022372,Wildlife and Countryside Act 1981,Schedule 5 Section 9.4c,WACA-Sch5Sect9.4c
Hirudo medicinalis,NBNSYS0000022372,Wildlife and Countryside Act 1981,Schedule 5 Section 9.4b,WACA-Sch5_sect9.4b
Hirudo medicinalis,NBNSYS0000022372,Wildlife and Countryside Act 1981,Schedule 5 Section 9.5a,WACA-Sch5_sect9.5a
Hirudo medicinalis,NBNSYS0000022372,Wildlife and Countryside Act 1981,Schedule 5 Section 9.4.a,WACA-Sch5_sect9.4.a
Hirudo medicinalis,NBNSYS0000022372,Wildlife and Countryside Act 1981,Schedule 5 Section 9.2,WACA-Sch5_sect9.2
Hirudo medicinalis,NBNSYS0000022372,Wildlife and Countryside Act 1981,Schedule 5 Section 9.1 (taking),WACA-Sch5_sect9.1(taking)
Hirudo medicinalis,NBNSYS0000022372,Wildlife and Countryside Act 1981,Schedule 5 Section 9.1 (killing/injuring),WACA-Sch5_sect9.1(kill/injuring)
Hirudo medicinalis,NBNSYS0000022372,Habitats Directive,Annex 5,HabDir-A5
Hirudo medicinalis,NBNSYS0000022372,Global Red list status,Near Threatened,RedList_Global_post94-NT
Hirudo medicinalis,NBNSYS0000022372,EC Cites,Annex B,ECCITES-B
Hirudo medicinalis,NBNSYS0000022372,Biodiversity Lists - Scotland,Scottish Biodiversity List,Scottish_Biodiversity_List
Ophelia bicornis,NHMSYS0021049390,Rare and scarce species (not based on IUCN criteria),Nationally rare marine species,Marine-NR
Placobdella costata,NHMSYS0000068876,Red Listing based on pre 1994 IUCN guidelines,IUCN (pre 1994) - Insufficiently known,RedList_GB_Pre94-Insu
Sternaspis scutata,NHMSYS0021048704,Rare and scarce species (not based on IUCN criteria),Nationally rare marine species,Marine-NR
Acanthis cabaret,NHMSYS0021004312,Biodiversity Lists - Northern Ireland,Priority Species (Northern Ireland),NI_Priority
Acanthis cabaret,NHMSYS0021004312,Biodiversity Lists - Scotland,Scottish Biodiversity List,Scottish_Biodiversity_List
Acanthis cabaret,NHMSYS0021004312,Red listing based on 2001 IUCN guidelines,Least Concern,Bird_RedList_GB_post2001-LC_Breeding
Acanthis cabaret,NHMSYS0021004312,Biodiversity Lists - England,England NERC S.41,England_NERC_S.41
Acanthis cabaret,NHMSYS0021004312,Red data categories  - birds (not based on IUCN criteria),Bird Population Status - red,Bird-Red
Acanthis cabaret,NHMSYS0021004312,Biodiversity Lists - Wales,Env (Wales) Act S7,Env (Wales) Act S7
Acanthis cabaret,NHMSYS0021004312,Biodiversity Action Plan UK list of priority species,Priority Species,BAP-2007
Acanthis flammea,NHMSYS0021004317,Bern Convention,Appendix 2,Bern-A2
Acanthis flammea,NHMSYS0021004317,Red listing based on 2001 IUCN guidelines,Critically Endangered,Bird_RedList_GB_post2001-CR_Breeding
Acanthis flammea,NHMSYS0021004317,Red listing based on 2001 IUCN guidelines,Vulnerable,Bird_RedList_GB_post2001-VU_NonBreeding
